6KminI,6KminT,8KminI,8KminT,10KminI,10KminT,12KminI,12KminT,15KminI,15KminT,20KminI,20KminT,25KminI,25KminT,30KminI,30KminT,40KminI,40KminT,50KminI,50KminT,65KminI,65KminT,80KminI,80KminT,100KminI,100KminT,140KminI,140KminT,200KminI,200KminT,6KtotI,6KtotT,8KtotI,8KtotT,10KtotI,10KtotT,12KtotI,12KtotT,15KtotI,15KtotT,20KtotI,20KtotT,25KtotI,25KtotT,30KtotI,30KtotT,40KtotI,40KtotT,50KtotI,50KtotT,65KtotI,65KtotT,80KtotI,80KtotT,100KtotI,100KtotT,140KtotI,140KtotT,200KtotI,200KtotT,6TminI,6TminT,8TminI,8TminT,10TminI,10TminT,12TminI,12TminT,15TminI,15TminT,20TminI,20TminT,25TminI,25TminT,30TminI,30TminT,40TminI,40TminT,50TminI,50TminT,65TminI,65TminT,80TminI,80TminT,100TminI,100TminT,140TminI,140TminT,200TminI,200TminT,6TtotI,6TtotT,8TtotI,8TtotT,10TtotI,10TtotT,12TtotI,12TtotT,15TtotI,15TtotT,20TtotI,20TtotT,25TtotI,25TtotT,30TtotI,30TtotT,40TtotI,40TtotT,50TtotI,50TtotT,65TtotI,65TtotT,80TtotI,80TtotT,100TtotI,100TtotT,140TtotI,140TtotT,200TtotI,200TtotT
33.5268,0.504513,50.8228,0.414716,69.5013,0.380541,87.2123,0.393702,120.342,0.351987,137.599,0.457874,154.214,0.597404,195.849,0.567133,239.21,0.642004,313.671,0.619922,422.988,0.497002,652.847,0.365619,536.648,0.882355,1197.92,0.497997,2213.52,0.384365,512.522,0.016703,434.564,0.02098,530.247,0.021426,644.415,0.023141,777.702,0.024157,1079.59,0.022322,1236.87,0.025295,1536.62,0.025498,1965.18,0.025523,2070.07,0.030957,1961.26,0.04133,2029.08,0.059536,3094.37,0.043754,3461.09,0.087934,2873.66,0.320407,67.98903,0.3175364,90.49966,0.3334832,97.64573,0.5282627,106.4149,0.7794547,173.7027,0.4989937,212.3732,0.5476265,238.0176,0.7073987,339.7957,0.5739796,408.8483,0.6413619,487.5262,0.7102337,708.6371,0.5378574,755.4726,0.7526454,1293.805,0.4118228,1961.26,0.4180466,1873.085,1.31369,871.611,0.016112,1018.76,0.016837,1383.45,0.016888,1500.18,0.018148,1905.2,0.018313,1781.73,0.023002,2331.67,0.022479,2409.9,0.027129,2564.04,0.033838,2405.08,0.04855,2730.77,0.056974,2407.49,0.101554,2294.66,0.173398,2463.5,0.399652,2374.02,1.17097
31.4798,0.590278,47.5293,0.480388,63.0764,0.467123,79.9456,0.471347,107.269,0.449706,129.586,0.520919,143.645,0.698262,180.43,0.676948,225.055,0.733329,294.225,0.712368,396.765,0.571688,600.248,0.436852,503.883,1.03235,1118.05,0.58851,2105.57,0.445677,477.872,0.017263,402.761,0.022524,493.411,0.022887,586.6,0.025244,728.759,0.02578,1006.6,0.023774,1148.65,0.027129,1393.17,0.028067,1825.01,0.027456,1922.42,0.033568,1765.77,0.047636,1901.39,0.06593,2879.41,0.048356,3302.19,0.095736,2714.44,0.373005,64.415,0.3558797,82.95898,0.3996515,89.95829,0.6236529,93.81699,1.013936,164.901,0.5575731,192.5479,0.6675364,222.8157,0.8080261,315.5587,0.670212,372.5399,0.7732436,449.5937,0.8376452,661.39,0.6180651,691.8322,0.903788,1207.543,0.4737091,1837.833,0.4794278,1779.953,1.508085,797.389,0.016586,938.556,0.017437,1277.09,0.017454,1417.06,0.018776,1772.84,0.019003,1659.61,0.0244,2204.69,0.023537,2258.24,0.02895,2400.28,0.036656,2238,0.053979,2528.4,0.064173,2178.39,0.121097,2082.53,0.205941,2308.47,0.456046,2233.53,1.37553
29.6466,0.688554,44.095,0.567133,57.7051,0.56374,74.9893,0.540013,98.6271,0.538396,121.552,0.595019,133.399,0.817781,169.244,0.77712,213.651,0.822703,278.758,0.804801,373.285,0.654973,560.788,0.504009,474.539,1.19822,1046.64,0.692698,2018.96,0.506029,442.015,0.017932,372.912,0.024278,453.204,0.024893,536.648,0.027511,658.091,0.028548,928.289,0.02578,1062.46,0.029388,1231.93,0.031995,1698.23,0.029683,1787.08,0.036583,1556.72,0.056974,1778.17,0.073009,2690.12,0.053388,3106.77,0.106122,2569.18,0.434673,61.27343,0.3952794,75.36523,0.4861871,82.29793,0.7511417,84.80429,1.257141,156.0763,0.6255265,177.389,0.7904437,209.0022,0.9174469,293.6371,0.7778971,339.1167,0.9350451,418.3608,0.974179,622.2512,0.6996598,652.1951,1.025151,1123.656,0.5476265,1718.733,0.5520253,1689.761,1.741664,739.773,0.017092,869.869,0.018076,1199.11,0.01795,1352,0.019309,1699.93,0.019523,1550.51,0.026013,2109.78,0.024449,2103.46,0.031362,2267.29,0.039472,2057.69,0.061657,2388.31,0.070217,2000.88,0.140835,1882.47,0.247793,2141.67,0.527735,2124.6,1.56649
28.0881,0.795996,41.5271,0.652359,53.7501,0.658915,71.3321,0.604012,90.1384,0.655629,113.108,0.69617,124.132,0.959675,159.388,0.890333,202.622,0.932245,262,0.929452,348.049,0.76785,526.548,0.575129,450.944,1.36867,984.706,0.804801,1949.52,0.563177,411.72,0.018682,349.794,0.026065,410.487,0.027732,481.229,0.030802,599.648,0.031709,845.005,0.028377,982.738,0.031868,1095.91,0.036693,1581.83,0.032027,1662.94,0.040108,1415.64,0.065732,1677.97,0.079965,2470.91,0.060315,2922.93,0.11858,2441.43,0.503002,57.82069,0.4483585,67.78535,0.6125275,77.11874,0.8605697,79.46734,1.444611,146.9872,0.7109443,160.0275,0.9761292,197.4223,1.028231,271.0612,0.9202036,313.3575,1.095094,383.5018,1.167471,581.9263,0.8056058,610.5399,1.182747,1043.508,0.6356156,1552.067,0.6885542,1621.882,1.963721,702.288,0.017489,803.794,0.018889,1113.58,0.018571,1265.65,0.020259,1618.64,0.020178,1450.03,0.027815,1975.03,0.025987,1967.15,0.033669,2103.46,0.043623,1878.71,0.071635,2222.39,0.079011,1834.16,0.164942,1729.07,0.289916,2012.92,0.593831,2006.89,1.84013
26.1107,0.967384,38.7971,0.764785,50.6706,0.748143,67.3798,0.683068,84.0444,0.770928,107.055,0.788865,116.32,1.11164,151.615,1.00184,192.933,1.049,246.989,1.06485,326.798,0.886778,503.883,0.634346,426.385,1.59814,931.078,0.925742,1878.71,0.629921,381.97,0.019699,323.223,0.028377,381.97,0.030253,434.999,0.034522,539.878,0.035966,758.5,0.031995,919.052,0.034418,986.677,0.041955,1461.68,0.035184,1542.78,0.044327,1289.92,0.076065,1567.66,0.089174,2324.69,0.066062,2741.72,0.133565,2334,0.575704,54.83599,0.5035049,62.38634,0.7347968,72.049,1.002844,74.2432,1.673372,135.6863,0.8309708,149.9565,1.119452,186.1114,1.155854,253.4951,1.064857,293.3436,1.26218,356.5036,1.355052,527.0756,0.9751536,569.8332,1.359124,973.9337,0.7304016,1435.606,0.8128889,1561.407,2.209666,667.369,0.01795,749.453,0.019699,1027.97,0.019406,1170.68,0.021426,1525.9,0.021001,1345.26,0.030162,1852.59,0.027732,1874.95,0.035644,1975.03,0.047923,1737.74,0.081336,2020.98,0.092443,1676.29,0.195115,1597.73,0.337847,1890.01,0.672226,1924.34,2.0935
24.6394,1.13864,36.6109,0.881474,47.8153,0.851156,63.3292,0.788865,79.5468,0.87183,100.72,0.905598,110.536,1.25588,143.358,1.14549,183.34,1.19105,234.943,1.20423,309.31,1.01191,480.748,0.70036,408.031,1.8273,880.371,1.07555,1808.66,0.713081,349.095,0.021064,296.588,0.031237,353.309,0.033168,397.559,0.038459,482.675,0.041537,662.714,0.037773,854.352,0.037472,888.33,0.048211,1354.71,0.038574,1409.99,0.050028,1155.56,0.091615,1447.13,0.101859,2143.81,0.074933,2569.18,0.152108,2229.07,0.666203,52.05738,0.562614,58.28511,0.8528594,66.17789,1.194634,69.01655,1.971592,124.8791,0.9908813,141.0826,1.277417,174.9229,1.309755,235.8851,1.244632,272.6925,1.46938,340.8166,1.487119,490.4602,1.126189,534.5065,1.563365,913.5546,0.8334673,1327.885,0.9654505,1516.776,2.420179,622.251,0.018645,689.76,0.020897,971.987,0.020057,1118.05,0.022322,1457.3,0.02188,1230.7,0.033334,1725.62,0.029862,1787.08,0.037773,1871.21,0.05181,1535.08,0.099942,1841.51,0.108266,1552.06,0.224661,1476.37,0.394095,1776.39,0.766316,1837.83,2.41534
23.0196,1.39213,34.6517,1.01089,45.4379,0.955844,59.8802,0.896587,74.8395,1.00485,94.5705,1.0511,104.307,1.44461,137.187,1.27614,174.748,1.34157,221.704,1.38658,293.05,1.15124,458.676,0.779455,388.908,2.1019,846.697,1.19822,1746.45,0.798388,322.255,0.022547,262.787,0.035823,324.194,0.037099,357.217,0.044238,432.397,0.048356,573.836,0.046044,791.827,0.041454,810.25,0.055014,1259.33,0.042376,1288.64,0.057088,1047.69,0.107189,1331.87,0.1174,1984.93,0.084995,2405.08,0.173919,2156.71,0.73848,49.37019,0.6324455,54.56249,0.9879134,61.45754,1.399116,64.93238,2.261077,114.7029,1.180384,132.3362,1.462051,165.7276,1.457672,219.718,1.446057,254.0027,1.708885,323.8707,1.660038,460.5144,1.277417,505.9025,1.767986,851.7929,0.9558443,1218.46,1.163974,1452.938,2.78387,586.014,0.019387,647.645,0.02199,926.434,0.02073,1069.92,0.023233,1383.45,0.022956,1136.08,0.036693,1594.54,0.032511,1693.14,0.040593,1755.2,0.057088,1357.42,0.123296,1669.6,0.128714,1407.17,0.268968,1357.42,0.462938,1681.33,0.865749,1764,2.75892
21.875,1.62554,32.9617,1.15932,43.3517,1.06592,56.9598,1.00988,71.8331,1.1072,88.8852,1.21998,97.6457,1.70206,131.019,1.4331,166.724,1.51716,208.793,1.61905,279.037,1.30192,435.87,0.876201,373.285,2.39849,813.498,1.34291,1684.69,0.903788,299.569,0.024109,236.357,0.040837,294.519,0.042376,326.798,0.050128,388.131,0.056633,502.373,0.055845,744.225,0.044952,739.033,0.063029,1142.92,0.048453,1176.55,0.065274,971.016,0.122681,1225.79,0.136264,1817.72,0.097963,2235.77,0.201662,2114.01,0.792026,46.96239,0.7102337,51.28236,1.136371,57.35995,1.615817,61.51903,2.577556,107.4844,1.356408,125.8821,1.638598,156.5453,1.630425,208.5847,1.620672,239.2107,1.951974,306.8455,1.875436,433.6961,1.440284,475.9649,2.027576,806.2093,1.074483,1124.78,1.39632,1397.364,3.167181,549.134,0.020259,581.926,0.024061,875.98,0.021598,1011.65,0.024376,1321.26,0.023893,1072.06,0.039789,1467.53,0.035823,1607.35,0.043623,1634.9,0.064045,1213.59,0.151047,1524.37,0.151652,1312.04,0.305696,1255.56,0.538396,1594.54,0.971261,1696.53,3.16085
20.9963,1.86421,31.3228,1.33487,41.9025,1.15932,54.399,1.13296,68.8786,1.22732,84.974,1.37004,93.3491,1.91332,124.38,1.64023,158.118,1.75916,199.805,1.82,265.428,1.48414,414.612,0.980042,358.649,2.77553,780.819,1.51867,1620.26,1.03545,274.059,0.026248,214.507,0.046553,268.095,0.048501,297.182,0.057546,351.899,0.065601,427.239,0.071421,685.633,0.050329,654.809,0.075761,1025.91,0.056463,1083.92,0.074261,875.98,0.148352,1134.94,0.157054,1703.33,0.109463,2037.22,0.242158,2070.07,0.84353,43.83124,0.8259999,48.24764,1.308446,53.48208,1.884837,58.22685,2.92953,100.5189,1.55246,118.9074,1.853065,147.8717,1.840139,198.2136,1.818189,227.3169,2.187679,290.4248,2.125148,408.0314,1.625541,446.9041,2.332268,753.2096,1.238425,1063.524,1.585406,1352.003,3.553178,515.091,0.021212,529.717,0.026195,824.142,0.02266,955.603,0.025883,1239.35,0.025371,995.597,0.04415,1366.95,0.039197,1500.18,0.048163,1522.85,0.071635,1089.35,0.183937,1386.22,0.179216,1202.72,0.361258,1162.51,0.621785,1495.68,1.11498,1631.64,3.59967
20.1932,2.09979,29.6762,1.55401,40.2193,1.27869,51.9533,1.27231,65.2578,1.40051,80.6683,1.56336,88.5304,2.21187,119.384,1.84013,149.059,2.0541,192.933,1.99938,252.23,1.70206,395.972,1.08854,345.967,3.17987,750.953,1.70206,1553.61,1.20664,245.511,0.029241,193.126,0.053979,242.825,0.056125,267.56,0.067531,318.73,0.076753,379.306,0.086625,632.287,0.056633,575.56,0.093465,940.435,0.064495,989.642,0.085935,777.702,0.185044,1051.88,0.181379,1561.4,0.127051,1858.16,0.29283,2039.26,0.888554,41.90255,0.9183647,45.34712,1.509594,50.16645,2.176768,55.11084,3.359668,95.61655,1.727786,113.5617,2.054107,140.66,2.045907,187.2314,2.064403,215.7985,2.46907,272.1476,2.464137,386.1957,1.814556,424.6834,2.637527,706.5144,1.416006,1015.71,1.769755,1302.894,4.04646,477.394,0.022502,483.158,0.028806,771.505,0.024013,887.442,0.027843,1133.81,0.027788,930.147,0.048842,1288.64,0.042589,1400.16,0.053442,1402.96,0.082071,968.107,0.228284,1274.54,0.209472,1113.58,0.418884,1062.46,0.742925,1393.17,1.30975,1561.4,4.19479
19.3433,2.39131,28.3137,1.7804,38.6422,1.416,49.4195,1.45476,62.6364,1.56336,76.4278,1.80731,84.6348,2.5341,113.902,2.09141,141.082,2.41051,184.628,2.2656,242.34,1.90187,378.17,1.22487,333.067,3.72044,718.627,1.97159,1497.18,1.38381,221.261,0.03274,176.857,0.061472,213.437,0.068415,241.856,0.07909,291.88,0.088552,335.406,0.107082,585.428,0.063853,522.353,0.110122,850.941,0.075384,901.755,0.100042,710.055,0.220874,971.016,0.211789,1450.03,0.144979,1715.29,0.345707,1984.93,0.972233,39.62051,1.050052,42.49333,1.759168,47.52931,2.461674,52.05738,3.883911,89.6888,1.985441,108.0232,2.302145,133.9338,2.279239,178.6351,2.288373,204.659,2.781087,256.8121,2.845793,365.5286,2.019483,406.4025,2.944215,664.0408,1.627167,974.9081,1.967653,1250.555,4.68255,437.617,0.024109,431.964,0.032479,732.412,0.025244,817.575,0.030374,1049.78,0.030223,856.062,0.05529,1196.72,0.047304,1323.9,0.05795,1296.39,0.093279,869,0.278549,1159.03,0.250033,1019.78,0.497997,983.721,0.86835,1313.35,1.50657,1497.18,4.90298
18.5292,2.74791,27.0137,2.0541,37.0529,1.56963,47.1977,1.65672,59.5816,1.79291,72.9188,2.06647,80.5877,2.92075,108.347,2.40329,133.933,2.80623,177.744,2.52651,230.983,2.19206,360.446,1.38242,322.255,4.30959,688.381,2.27696,1437.04,1.60615,199.805,0.03684,160.187,0.071635,192.933,0.080446,214.937,0.096215,266.492,0.102677,302.579,0.128072,532.372,0.074187,474.539,0.129877,778.48,0.087321,824.967,0.116698,639.28,0.2714,894.57,0.249035,1334.54,0.168611,1599.33,0.402459,1930.12,1.06698,37.46275,1.198223,40.13894,2.023525,45.25652,2.77553,49.41957,4.431965,85.31464,2.21409,103.3732,2.551908,126.6396,2.593068,169.7532,2.5853,191.9711,3.240872,240.6503,3.326239,347.0068,2.252051,387.7436,3.293142,627.8766,1.834627,936.6814,2.189868,1205.13,5.375455,406.809,0.025805,379.306,0.038,682.896,0.02702,750.953,0.033368,969.076,0.033135,784.733,0.063345,1110.25,0.05291,1241.83,0.064173,1212.38,0.104438,769.963,0.349182,1055.04,0.299344,937.618,0.589688,892.782,1.06379,1222.12,1.79291,1448.58,5.5447
17.767,3.16718,25.8509,2.351,35.5644,1.74515,45.2113,1.87543,56.9029,2.03774,69.7101,2.3557,77.0416,3.34625,104.099,2.70159,128.04,3.23439,170.263,2.89748,220.157,2.5341,344.586,1.55401,311.171,5.01705,660.068,2.6428,1386.22,1.84566,186.483,0.040189,144.076,0.08474,171.287,0.098356,195.849,0.112797,243.799,0.119892,270.79,0.155959,465.142,0.092721,432.397,0.15379,714.329,0.101351,753.209,0.136947,573.836,0.33482,809.44,0.305086,1241.83,0.193367,1507.7,0.456502,1871.21,1.18038,35.35172,1.368671,37.76365,2.322959,42.96332,3.135668,47.19777,5.047248,81.23498,2.47154,98.52849,2.854344,120.5839,2.917835,162.2836,2.885916,182.7913,3.661389,227.0896,3.864539,331.7377,2.486414,369.5715,3.690797,601.4503,2.013433,899.0542,2.449396,1164.844,6.121722,375.156,0.027899,338.1,0.04446,638.641,0.029125,685.633,0.037285,899.953,0.036219,717.909,0.073229,1018.76,0.060255,1159.03,0.071707,1124.78,0.118225,685.633,0.435108,966.173,0.355524,861.214,0.701061,825.792,1.25588,1157.87,2.0541,1397.36,6.36519
17.1217,3.59967,24.7877,2.68006,33.7961,1.98544,43.3084,2.11878,54.0195,2.37225,66.7094,2.67471,73.6516,3.85296,99.8177,3.08898,122.283,3.70929,163.587,3.31296,210.26,2.92953,328.436,1.76269,300.469,5.89346,636.728,3.05824,1337.21,2.10821,173.355,0.044327,130.757,0.099742,154.368,0.1174,174.748,0.137495,221.704,0.142393,242.34,0.192595,420.457,0.110453,388.131,0.186903,647.645,0.118937,678.811,0.1661,521.831,0.405692,737.557,0.368188,1160.19,0.220874,1428.44,0.513677,1810.47,1.32689,33.49336,1.543173,35.7785,2.664035,40.13894,3.720442,45.39249,5.606032,77.27312,2.77553,94.38158,3.154539,115.0475,3.266902,155.6089,3.176698,174.3989,4.128206,216.0144,4.423108,314.2989,2.797824,352.6036,4.15305,575.5601,2.231873,868.1315,2.690809,1120.29,7.140935,347.354,0.030132,306.845,0.051192,600.849,0.031112,632.287,0.041579,846.697,0.039197,660.068,0.084233,947.989,0.068006,1074.21,0.08158,1026.94,0.138185,609.32,0.548175,842.474,0.462475,800.585,0.812077,764.592,1.47674,1088.26,2.42018,1350.65,7.25611
16.5328,4.10761,23.626,3.15454,32.6011,2.19864,42.0284,2.32295,51.9014,2.66403,64.3506,2.97678,70.9054,4.33986,96.0958,3.49678,117.842,4.19898,158.118,3.78423,202.825,3.3329,314.613,1.98345,291.88,6.87467,620.387,3.41385,1295.09,2.3937,163.423,0.048163,117.842,0.119175,139.26,0.141117,159.388,0.163464,202.015,0.169625,215.152,0.240951,371.795,0.137084,351.196,0.225561,597.254,0.136947,594.276,0.211366,475.489,0.491073,674.751,0.446122,1068.85,0.258163,1361.5,0.57398,1741.22,1.5324,31.82802,1.734711,33.79615,3.061308,38.02892,4.258183,43.48199,6.365186,73.79907,3.092073,89.50961,3.560291,110.2054,3.632215,149.5074,3.521343,166.8917,4.659197,206.0966,5.017055,301.0706,3.088983,339.1167,4.622071,551.3356,2.46907,840.7913,2.958972,1076.363,8.363226,318.411,0.033168,276.537,0.059835,566.424,0.033368,586.014,0.046136,800.585,0.042546,597.852,0.099942,862.938,0.079407,986.677,0.094405,936.681,0.162161,550.234,0.668205,766.89,0.554792,736.82,0.962559,710.055,1.73124,1038.3,2.74242,1297.69,8.50662
16.0121,4.66386,22.8362,3.57456,31.2602,2.47648,40.7863,2.56983,49.7667,3.01271,62.0752,3.32956,68.9475,4.81551,93.1625,3.87227,114.016,4.72016,153.292,4.3139,197.817,3.67974,300.469,2.26107,284.674,7.99522,602.654,3.89168,1244.31,2.79782,150.106,0.05463,105.672,0.14527,123.76,0.175492,144.654,0.197274,183.891,0.202875,193.126,0.297851,337.763,0.1633,318.73,0.270316,550.234,0.15895,548.585,0.246803,445.565,0.56374,615.443,0.540554,988.652,0.300544,1282.21,0.660234,1672.94,1.77507,30.18506,1.971592,31.89175,3.546079,36.35555,4.7676,41.98645,7.098217,69.22392,3.603272,84.88913,4.087129,105.1456,4.087129,142.6431,3.966335,159.0702,5.327294,198.0154,5.679389,287.8227,3.42069,326.1458,5.128655,528.1308,2.731475,812.6849,3.270171,1040.382,9.552898,287.247,0.03766,249.971,0.070217,530.778,0.036075,516.638,0.055179,755.472,0.04609,535.576,0.121097,778.48,0.094216,914.468,0.107403,869.869,0.185044,493.905,0.829311,685.633,0.694085,683.58,1.1307,660.068,2.03366,992.615,3.10136,1258.08,9.68758
15.5544,5.24273,21.9188,4.1572,30.0946,2.76445,39.3441,2.912,47.959,3.43096,60.1804,3.69449,67.1109,5.3433,90.8624,4.26244,110.426,5.4024,148.91,4.9473,192.933,4.09122,288.11,2.56726,278.758,9.16915,587.774,4.47203,1199.11,3.27671,138.704,0.06135,94.7598,0.177966,110.426,0.218239,131.807,0.236179,166.225,0.246064,176.68,0.355169,309.001,0.192981,293.05,0.320087,503.379,0.186903,506.915,0.286745,417.107,0.652359,559.668,0.660234,911.729,0.353044,1212.38,0.754907,1600.93,2.08515,28.68423,2.227414,30.36671,4.03434,34.34125,5.495025,40.46133,8.011228,65.71626,4.095311,80.50716,4.654539,100.1177,4.626695,136.5029,4.440837,152.3751,6.018534,190.061,6.480798,274.608,3.837582,313.3575,5.74795,503.883,3.061308,786.304,3.606877,1011.655,10.77087,261.215,0.042717,225.957,0.083312,498.37,0.039432,476.917,0.062589,696.692,0.051862,486.065,0.14368,710.766,0.110012,854.352,0.120493,800.585,0.215205,450.043,1.00084,626.622,0.830971,632.919,1.33088,631.023,2.26334,957.516,3.45852,1218.45,11.0435
15.2008,5.82316,21.1438,4.7915,28.9435,3.11068,38.488,3.16718,46.2632,3.88779,58.4602,4.1489,65.3885,6.0005,88.177,4.74857,107.699,6.06081,145.379,5.58365,188.735,4.52149,276.813,2.912,272.965,10.6105,573.262,5.14406,1154.4,3.82226,128.296,0.069172,84.2127,0.223988,98.0371,0.273033,120.102,0.281348,149.507,0.304781,158.911,0.438602,280.435,0.231503,261.215,0.402057,458.676,0.222871,473.117,0.329835,392.424,0.748143,504.891,0.825174,854.352,0.401253,1146.35,0.873576,1538.16,2.44694,27.50444,2.461674,28.74165,4.649887,32.6664,6.282974,39.22629,8.915973,62.07518,4.729611,76.88771,5.25323,96.19199,5.200961,131.2817,4.932485,146.4005,6.833545,183.8913,7.256111,262.5246,4.288097,300.1687,6.493771,481.2294,3.42069,765.3578,3.942608,980.7751,12.40184,240.891,0.047923,203.434,0.099842,460.054,0.044106,434.999,0.072283,641.843,0.058474,434.999,0.175843,656.12,0.125913,798.187,0.13572,736.083,0.251789,415.027,1.18274,576.136,0.978084,591.903,1.54317,599.648,2.54426,932.009,3.77667,1177.72,12.7412
14.8551,6.45493,20.437,5.56136,27.948,3.47934,37.3132,3.56029,45.0758,4.3529,56.9029,4.63132,63.8378,6.86093,86.604,5.16468,104.83,7.02056,140.941,6.55248,184.443,5.04725,267.292,3.29643,267.56,12.3276,559.108,5.89346,1114.7,4.47203,119.145,0.077913,74.8395,0.282758,89.2415,0.328518,109.218,0.338523,134.336,0.376378,148.91,0.500994,256.812,0.273853,233.771,0.504009,414.612,0.269506,433.262,0.394095,370.311,0.853713,464.213,0.994853,795.796,0.465724,1076.36,1.02823,1488.22,2.80062,26.13688,2.789443,27.09495,5.424052,30.98016,7.26337,37.95295,10.08294,58.87086,5.451241,73.72532,5.923002,92.05128,5.881686,126.008,5.51705,141.0826,7.813428,178.1,8.173064,251.9787,4.777143,289.2654,7.256111,458.6759,3.868405,742.7382,4.36598,954.6486,14.06719,218.403,0.055345,185.183,0.117871,412.544,0.051603,386.582,0.087234,588.951,0.066459,393.997,0.209682,583.674,0.154561,719.346,0.1633,676.778,0.294887,386.195,1.37553,530.247,1.16048,552.439,1.78754,572.117,2.8401,901.755,4.2116,1145.2,14.4233
14.5755,7.16956,19.833,6.38431,27.2307,3.87227,36.3192,4.01422,43.8751,4.91771,55.4979,5.2218,62.1373,7.97925,84.8891,5.70215,102.447,7.97925,137.187,7.54469,180.25,5.66237,257.583,3.73162,261.215,14.8625,546.396,6.80627,1081.75,5.13892,109.655,0.088996,68.9475,0.335155,81.5606,0.39449,99.6183,0.407318,117.606,0.491565,133.532,0.626779,236.121,0.321691,209.839,0.634346,374.033,0.329835,399.552,0.461551,349.794,0.982986,424.683,1.20905,743.481,0.538396,1015.71,1.20664,1438.48,3.21183,25.01179,3.107573,25.51706,6.384312,29.61697,8.23048,36.75768,11.50573,56.28042,6.121722,70.55172,6.671494,89.06317,6.47432,121.674,6.121722,136.3664,8.95171,173.0092,9.307723,242.0985,5.359352,280.1555,8.075577,438.4931,4.352902,721.5081,4.839652,929.218,16.11654,199.008,0.063662,166.225,0.142251,374.033,0.059715,344.586,0.10591,537.185,0.076753,358.29,0.250033,538.261,0.179754,664.705,0.189918,629.763,0.337847,357.574,1.63042,480.267,1.41742,521.831,2.03774,545.304,3.20541,878.612,4.64059,1122.53,15.9721
14.3155,8.05944,19.2853,7.21992,26.3731,4.32686,35.2811,4.61283,42.6636,5.58924,54.1819,5.92893,60.7852,9.22433,83.2082,6.32711,100.318,9.13254,133.666,8.8715,176.504,6.38431,249.721,4.20739,255.531,17.7049,533.972,7.91567,1053.99,5.82899,100.619,0.102472,62.4487,0.406911,74.5407,0.472763,92.8835,0.470875,104.412,0.629921,121.188,0.770157,219.059,0.373005,187.231,0.808026,341.84,0.393308,363.342,0.560929,332.734,1.11164,400.752,1.38381,689.07,0.634346,971.987,1.3673,1394.57,3.70559,23.79196,3.510794,24.22409,7.351056,28.54116,9.169147,35.60005,13.42133,53.58914,7.006537,67.8532,7.462152,85.91394,7.198294,116.7863,6.895327,130.7577,10.63175,167.7283,10.65303,234.7086,5.917083,269.9791,9.059778,419.6178,4.888292,702.288,5.397001,907.1821,18.29899,181.879,0.073522,147.134,0.176195,326.472,0.074484,307.152,0.130007,491.933,0.088375,322.577,0.304476,492.918,0.210733,607.494,0.225336,569.833,0.40895,336.414,1.87168,443.786,1.65838,488.991,2.35806,521.831,3.57813,856.062,5.14921,1102.5,17.7404
