6KminI,6KminT,8KminI,8KminT,10KminI,10KminT,12KminI,12KminT,15KminI,15KminT,20KminI,20KminT,25KminI,25KminT,30KminI,30KminT,40KminI,40KminT,50KminI,50KminT,65KminI,65KminT,80KminI,80KminT,100KminI,100KminT,140KminI,140KminT,200KminI,200KminT,6KtotI,6KtotT,8KtotI,8KtotT,10KtotI,10KtotT,12KtotI,12KtotT,15KtotI,15KtotT,20KtotI,20KtotT,25KtotI,25KtotT,30KtotI,30KtotT,40KtotI,40KtotT,50KtotI,50KtotT,65KtotI,65KtotT,80KtotI,80KtotT,100KtotI,100KtotT,140KtotI,140KtotT,200KtotI,200KtotT,6TminI,6TminT,8TminI,8TminT,10TminI,10TminT,12TminI,12TminT,15TminI,15TminT,20TminI,20TminT,25TminI,25TminT,30TminI,30TminT,40TminI,40TminT,50TminI,50TminT,65TminI,65TminT,80TminI,80TminT,100TminI,100TminT,140TminI,140TminT,200TminI,200TminT,6TtotI,6TtotT,8TtotI,8TtotT,10TtotI,10TtotT,12TtotI,12TtotT,15TtotI,15TtotT,20TtotI,20TtotT,25TtotI,25TtotT,30TtotI,30TtotT,40TtotI,40TtotT,50TtotI,50TtotT,65TtotI,65TtotT,80TtotI,80TtotT,100TtotI,100TtotT,140TtotI,140TtotT,200TtotI,200TtotT
1,1000,1,10000,20.437,116.845,27.5595,188.83,33.0607,223.151,1,10000,1,10000,67.1109,214.831,1,10000,1,10000,1,10000,174.573,190.157,1,10000,346.313,197.522,587.187,167.31,17.9815,4.85419,18.8092,23.9231,23.5787,17.4763,33.2597,12.0112,41.6935,12.464,50.5188,26.4127,68.057,8.79202,78.913,22.8247,108.673,10.4212,144.076,10.5893,171.802,16.3928,214.722,22.6429,310.239,8.80962,549.684,29.249,829.102,83.7511,13.14903,43.15714,16.10852,121.7355,20.21345,300.9223,1,10000,33.76237,281.7026,42.62099,242.7063,55.55351,160.1083,72.99172,134.8079,86.51745,298.8232,1,10000,143.5015,184.9066,177.7442,210.1562,236.8305,77.15752,430.2404,79.58688,518.7094,198.9098,32.4061,2.24306,22.7905,12.4889,42.5358,4.05862,48.055,6.44847,69.3625,4.53055,70.6223,8.74817,83.3748,12.3276,114.702,9.86353,152.985,8.43883,150.708,34.8777,191.779,28.6412,222.148,46.4719,267.025,63.6786,524.446,77.0034,636.728,192.068
1,1000,1,10000,20.4165,143,27.4494,226.977,32.9617,270.927,1,10000,1,10000,67.0438,252.106,1,10000,1,10000,1,10000,173.876,225.845,1,10000,336.078,223.822,567.558,186.765,17.1388,5.81153,18.622,30.2303,23.2509,21.4526,32.8301,13.5833,40.9907,14.4521,49.8165,34.1187,66.6427,10.1842,77.9717,27.6837,107.162,11.5403,142.073,11.8561,169.244,19.0457,212.16,26.5451,303.792,10.1233,543.67,33.9146,807.823,95.1876,13.00519,48.65953,16.01216,140.7309,1,10000,1,10000,33.76237,299.122,42.45084,272.5582,55.00073,188.642,72.049,157.4094,1, ,1,10000,141.9316,211.421,176.6809,237.6624,233.0714,89.6443,417.9427,88.66357,509.4562,219.39,30.2757,2.60346,22.2278,14.237,40.3805,4.60362,46.2632,7.24886,66.4431,5.07762,67.7176,10.0326,81.3162,13.7886,110.647,11.3117,148.316,9.5816,147.871,40.6845,188.924,32.1639,218.185,55.2489,263.313,71.9412,509.456,85.7854,626.622,208.065
1,1000,1,10000,20.3758,174.487,27.3399,270.657,32.8958,300.922,1,10000,1,10000,66.9098,283.681,1,10000,1,10000,1,10000,173.182,261.086,1,10000,328.108,253.117,549.134,208.273,16.599,6.63822,18.4367,39.2459,22.9966,26.1761,32.471,15.7658,40.2595,17.1817,49.469,41.382,65.5194,11.6679,77.2731,34.2212,105.461,13.2083,139.958,13.3945,167.393,21.6249,209.211,31.0577,297.182,11.8088,539.338,39.2852,783.948,109.273,12.83722,56.42139,15.93229,163.9974,1,10000,1,10000,1,10000,42.45084,300.3211,54.56249,221.595,70.90537,191.3015,1,10000,1,10000,140.5194,236.2408,175.624,265.8285,230.0611,102.0895,405.1852,98.67675,501.3698,244.1667,28.5983,2.97678,21.6141,16.9598,37.5002,5.5447,44.1391,8.44728,63.3925,5.78833,65.0623,11.5057,79.7061,15.3458,107.269,13.0116,144.22,10.8032,145.233,46.5649,185.925,36.776,215.582,63.7423,258.874,84.2551,491.933,97.6949,616.676,227.204
1,1000,1,10000,20.3961,211.844,27.3125,303.642,1,10000,1,10000,1,10000,66.7761,303.339,1,10000,1,10000,1,10000,172.491,297.928,1,10000,322.255,284.249,536.648,228.115,16.1246,7.57493,18.2533,49.9413,22.7905,33.4766,32.18,17.9905,39.5809,21.0278,49.1239,54.2091,64.415,13.5156,76.5808,42.5571,103.683,15.1628,138.15,15.0419,165.893,24.309,206.715,36.301,291.88,13.4751,532.372,45.0533,756.985,126.576,12.68409,65.35596,15.86869,190.7285,1,10000,1,10000,1,10000,1,10000,54.01957,258.7473,70.19987,223.5983,1,10000,1,10000,139.6788,265.8285,174.3989,300.0208,226.4094,119.4443,393.2101,109.273,497.8725,268.2317,26.7985,3.47934,21.0383,20.0623,35.0349,6.59191,42.749,9.41067,60.846,6.45493,63.2026,12.9597,78.0497,17.1817,104.516,14.818,138.565,13.0246,142.928,53.402,182.426,42.3025,212.373,75.3278,254.765,98.6768,477.394,108.51,608.711,249.847
1,1000,1,10000,20.3961,248.601,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,316.823,319.211,523.922,252.106,15.7737,8.47266,18.0898,65.5523,22.6089,40.6438,31.9875,20.902,38.9916,25.5043,48.6838,73.0284,63.3925,15.7343,76.1988,53.7771,102.242,17.5463,136.093,17.3544,164.242,28.2148,204.659,43.0709,287.822,15.3152,524.971,51.4108,732.412,145.162,12.59561,73.39449,15.80535,218.5143,1,10000,1,10000,1,10000,1,10000,53.48208,300.6214,69.43189,262.9205,1,10000,1,10000,139.1212,285.1035,1,10000,223.2617,137.2563,383.1185,119.5638,494.3995,303.3394,25.0869,4.02628,20.5805,23.6141,33.4264,7.50706,41.6935,10.3072,58.5187,7.28519,61.4575,14.5682,76.275,19.6062,100.82,17.5288,135.009,14.6412,140.8,61.2429,179.53,48.1754,209.63,86.1293,251.224,114.188,461.436,121.857,600.849,273.924
1,1000,1,10000,20.3961,302.43,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,313.357,359.19,512.009,279.458,15.5078,9.46731,17.9995,86.388,22.5187,48.8546,31.7962,24.6763,38.565,30.5647,48.2959,101.073,62.324,18.9508,75.6673,67.3463,100.82,20.2437,134.874,19.1604,162.283,33.4097,202.622,50.8992,282.405,17.7404,517.155,58.1978,701.586,170.008,12.50775,84.93182,15.758,246.128,1,10000,1,10000,1,10000,1,10000,1,10000,68.80982,298.2262,1,10000,1,10000,138.7044,299.122,1,10000,219.718,161.233,371.0528,131.7426,491.442,346.8361,23.7206,4.59902,20.2134,27.7114,31.9236,8.53217,40.8271,11.3344,55.7761,8.40515,59.9401,16.3928,74.69,22.128,98.6271,20.0223,132.071,16.4421,138.843,69.6755,176.68,57.7341,206.922,102.293,247.979,131.348,445.565,136.026,594.87,310.707
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,310.86,407.016,501.369,312.577,15.3843,10.4839,17.9636,119.205,22.4288,59.3142,31.7009,30.1398,38.1431,38.1241,47.911,141.719,61.3347,23.1929,75.4406,89.3757,99.5187,24.019,133.132,21.9298,160.829,39.4426,200.807,60.8766,278.479,20.264,508.947,65.4868,681.532,188.077,12.4205,97.79266,15.72651,274.1983,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,217.0972,186.3918,359.3671,145.7439,488.5022,396.1736,22.5187,5.24273,19.8528,33.8807,31.0111,9.33569,39.8589,12.539,54.0195,9.2428,58.7532,18.4644,73.5044,24.627,96.2882,23.4025,129.197,18.5755,136.913,78.5589,174.224,66.0128,204.045,121.128,244.531,152.299,432.397,148.836,588.951,359.549
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,309.619,449.822,491.933,346.489,15.2312,11.8679,17.9098,174.138,22.4512,73.6887,31.5744,36.301,37.8014,48.1754,47.6244,178.012,60.482,29.1614,75.0644,111.703,98.6271,27.7947,131.413,24.9493,159.229,46.6115,199.207,71.3679,274.608,23.5669,500.368,73.1015,664.04,204.558,12.37092,113.8464,15.7108,296.7387,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,214.5075,216.99,350.144,157.8824,485.58,446.2383,21.4419,5.95865,19.4987,41.5895,30.0645,10.4212,39.1479,13.997,52.0053,10.463,57.4173,20.9229,72.4826,26.9463,94.3816,27.4357,125.882,21.755,134.874,91.5467,170.945,80.2261,201.008,146.181,241.373,179.262,419.198,164.984,585.428,413.167
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,309.929,518.974,485.58,381.401,15.0947,13.5021,17.9277,247.361,22.3393,91.8218,31.4798,46.8451,37.5753,61.5499,47.3395,225.619,60.0001,35.5111,74.8395,135.348,97.3532,34.5306,129.845,28.4414,157.96,56.0839,197.619,83.3334,270.79,27.2171,492.425,82.0107,646.351,225.394,12.32153,127.7212,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,212.5857,242.4636,341.4989,170.5196,483.1581,508.697,20.6217,6.60511,19.1508,52.3445,29.2929,11.5634,38.296,15.7658,50.3172,11.7616,56.3931,23.6614,70.9054,32.0355,92.1434,33.2763,122.528,25.9415,132.733,107.109,168.906,91.2725,198.809,173.096,238.494,203.131,408.848,181.426,583.091,473.358
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,309.31,599.954,481.71,435.656,14.9744,15.8607,17.9456,301.826,22.3169,121.613,31.3228,58.7827,37.3132,79.2692,47.1506,266.36,59.4625,43.4603,74.4662,172.061,96.3845,41.5479,127.912,33.9146,156.388,69.0512,196.045,100.268,266.758,31.6851,482.192,92.282,631.023,249.847,12.27235,147.0614,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,210.681,267.9638,333.734,186.9519,481.2294,557.1604,20.1327,7.0487,18.8657,64.2543,28.6269,12.9079,37.2014,18.5569,48.6838,13.6514,55.166,27.3535,69.5013,37.444,90.2285,39.8789,119.862,30.3212,131.15,121.37,166.391,106.043,195.849,210.366,236.121,231.794,398.753,202.928,580.763,539.074
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,480.267,487.774,14.8106,21.1543,1,10000,22.2723,149.134,31.1043,76.0088,37.09,98.1846,46.9623,303.339,59.1068,55.3042,74.3175,215.907,95.521,50.9502,126.134,40.0387,155.453,80.6283,195.067,117.079,263.84,36.0478,472.644,102.293,615.443,278.621,12.18674,171.5459,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,209.0022,300.0208,328.1085,201.9158,480.2678,609.0217,19.4597,7.79782,18.6593,77.8551,28.004,14.3657,36.4283,20.9858,47.7198,15.2083,54.1819,31.3385,68.4666,43.5038,88.5304,46.892,117.606,34.7384,129.197,141.295,163.914,128.105,194.288,238.853,233.771,263.71,391.249,225.619,578.445,603.565
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,479.787,542.861,14.6926,26.8387,1,10000,22.2946,181.064,30.9492,93.7704,36.8681,132.668,1,10000,58.812,68.3642,74.169,256.685,94.5705,63.9978,124.38,48.9034,154.368,96.4331,193.706,140.169,260.693,41.5479,463.749,112.939,605.069,303.339,12.11384,206.6136,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,324.5191,216.7731,1,10000,18.8468,8.57494,18.3999,99.4694,27.4769,16.1973,35.6713,24.043,46.4486,17.599,53.2153,36.4101,67.3125,50.6454,86.6906,56.5909,114.932,41.7562,127.529,162.528,161.151,152.757,192.74,273.924,232.373,283.965,386.968,249.598,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,480.267,598.157,14.6047,33.7792,1,10000,22.2723,233.656,30.764,114.76,36.6842,175.712,1,10000,58.5187,83.8349,74.0208,302.733,93.9108,79.4278,122.774,60.2106,153.445,117.313,192.933,165.314,257.583,47.7915,451.847,128.876,593.682,340.649,12.06548,245.8819,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,321.2901,233.4228,1,10000,18.3815,9.29842,18.3265,122.223,26.9328,18.5755,34.9649,27.9061,45.3018,20.1831,52.4755,42.0075,66.3767,59.3142,85.1442,69.2587,112.207,51.7719,125.882,185.833,159.229,179.621,191.396,299.721,231.214,302.43,383.885,278.064,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.5464,41.6311,1,10000,22.2946,300.621,30.58,141.012,36.4648,224.046,1,10000,58.3434,101.276,1,10000,93.0694,99.4694,120.946,75.0271,152.527,147.65,192.355,195.556,254.765,55.1937,441.573,145.162,586.014,373.849,12.04137,277.7863,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,319.0489,253.6237,1,10000,17.9456,10.0829,18.2168,149.433,26.3731,21.3669,34.3756,31.5902,44.2275,23.5669,51.6942,48.9524,65.3885,69.9548,83.7927,82.5042,109.546,63.9338,124.505,211.209,157.802,206.201,1,10000,1,10000,381.207,318.892,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.5174,53.242,1,10000,1,10000,30.3971,178.19,36.3192,266.36,1,10000,58.1686,125.067,1,10000,92.2356,124.942,119.742,92.7446,151.918,180.702,191.396,227.204,251.978,63.7423,430.67,163.506,578.445,415.238,12.02934,298.5244,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,317.4576,274.4727,1,10000,17.5551,10.9665,18.1804,187.701,25.9545,24.3333,33.7286,37.1456,43.3951,26.5717,51.1287,55.7484,64.7378,80.0658,82.4627,98.4796,107.591,76.0088,123.266,236.95,156.076,236.004,1,10000,1,10000,378.17,375.347,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.5028,67.0775,1,10000,1,10000,30.2152,229.488,36.2829,301.524,1,10000,57.9364,149.582,1,10000,91.5922,151.691,118.669,115.567,151.615,210.366,190.822,264.767,249.471,73.5414,422.565,180.341,574.985,468.18,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,315.2432,300.9223,1,10000,17.0875,12.2907,18.1804,224.719,25.5937,27.7669,33.2264,44.2939,42.4508,31.3385,50.5694,66.7429,64.0937,92.9303,81.3162,115.451,105.461,93.5831,122.161,266.894,154.06,275.848,1,10000,1,10000,375.532,444.012,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.5028,84.5928,1,10000,1,10000,30.1247,270.657,1,10000,1,10000,57.7051,185.647,1,10000,90.7715,188.077,117.842,145.598,151.615,247.114,190.441,303.339,247.236,85.0168,411.308,204.558,572.689,532.644,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,312.7314,342.3565,1,10000,16.7324,13.5156,18.1623,263.447,25.2884,32.1318,32.7318,51.9275,41.5271,38.2386,50.1163,79.4278,63.3292,107.861,80.1858,139.052,103.787,110.924,121.309,287.393,152.832,302.128,1,10000,1,10000,374.407,493.663,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.5174,105.409,1,10000,1,10000,30.0345,303.946,1,10000,1,10000,57.5323,221.816,1,10000,90.4996,214.616,116.786,187.889,151.463,275.848,1,10000,244.531,100.67,401.554,227.204,572.689,603.565,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,310.5499,401.759,1,10000,16.2541,15.5,18.0898,302.128,24.9868,37.1085,32.309,60.7549,40.7863,46.0095,49.5185,94.7128,62.699,121.735,78.913,169.161,102.549,127.338,120.825,303.642,1,10000,1,10000,1,10000,373.285,570.124,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.5028,136.435,1,10000,1,10000,1,10000,1,10000,1,10000,57.3026,260.825,1,10000,89.9583,245.39,116.436,232.723,151.615,301.524,1,10000,242.098,118.019,394.391,246.374,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,309.3102,449.3729,1,10000,15.8845,17.5814,1,10000,24.664,45.2339,31.9236,72.6642,40.0587,55.7484,48.9768,112.713,62.0752,142.003,77.9717,204.967,101.123,150.483,1,10000,1,10000,1,10000,1,10000,372.912,607.805,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.4884,172.061,1,10000,1,10000,1,10000,1,10000,1,10000,57.1881,301.223,1,10000,89.6888,272.83,116.087,267.963,1,10000,1,10000,239.929,137.944,389.297,266.36,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,308.6921,498.6244,1,10000,15.6637,19.3336,1,10000,24.443,53.5089,31.4483,87.8692,39.4623,69.3973,48.5865,130.562,61.3347,168.149,77.1187,240.291,99.8177,176.24,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.4884,220.489,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,89.3307,303.339,115.855,307.001,1,10000,1,10000,238.017,159.788,385.038,287.968,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,307.7675,544.4921,1,10000,15.4923,21.4955,1,10000,24.1515,65.356,31.1978,104.256,38.9526,82.5042,48.2959,147.061,60.7244,193.031,76.4278,276.4,98.7257,205.789,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.5028,271.741,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,236.121,182.883,381.589,307.616,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,307.4599,608.4127,1,10000,15.3229,24.6517,1,10000,23.959,78.2453,30.8256,128.361,38.565,99.7682,47.959,173.096,60.1804,219.39,75.9706,301.826,97.5481,240.531,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.4884,300.922,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,234.474,214.187,379.685,329.261,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,15.1249,28.987,1,10000,23.7444,93.6767,30.5494,150.633,38.1813,122.345,47.5768,200.507,59.8204,242.463,1,10000,96.5775,278.621,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,233.304,238.853,375.908,353.489,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.9147,35.3694,1,10000,23.626,119.205,30.2757,178.546,37.915,147.946,47.3869,232.956,59.4031,273.924,1,10000,96.0958,301.223,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,232.605,268.232,373.285,382.547,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.6779,44.2496,1,10000,23.5787,140.871,30.0345,211.421,37.6882,173.27,47.0564,265.297,59.2251,301.223,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,231.445,308.849,372.167,411.929,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.5028,52.8706,1,10000,23.5316,173.096,29.7654,250.598,37.4627,209.946,46.9154,287.393,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,371.052,463.985,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.3012,67.0104,1,10000,23.4846,213.119,29.6169,281.139,37.2759,236.95,46.8217,300.321,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,370.311,533.71,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.1589,84.9319,1,10000,23.4377,248.353,29.5873,303.642,37.2014,272.013,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.0883,102.601,1,10000,23.4377,280.578,1,10000,37.1642,300.621,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.0461,126.703,1,10000,23.3909,302.43,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,14.0321,157.567,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,13.99,196.144,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,13.9342,234.592,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,13.8786,277.508,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
1,1000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000
